Date,Time,ID,Lat,Lon,Alt,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
2017-10-27,16:16:45,NRD90M.1928188_904.2811,32.16766121892341,34.80988155918773,39.018065819940986,BezeqFree,6a:12:f5:f9:5e:71,8,-96,HOTBOX-72B6,7c:03:4c:ba:bf:55,6,-94,tslila,c4:3d:c7:5a:79:1c,11,-93,LANDAU HOME,74:44:01:33:c7:56,1,-93,888Corp,0a:8d:cb:6e:71:6d,44,-93,DIRECT-A5-HP DeskJet 4670 series,fc:3f:db:7e:60:a6,10,-90,Ab,90:8d:78:54:d9:69,10,-90,888Corp,0a:8d:cb:6e:71:be,44,-90,888Corp,0a:8d:cb:6e:71:bf,44,-89,RS_GUEST,ec:08:6b:38:0d:dd,13,-88
2017-10-27,16:17:01,NRD90M.1928188_904.2811,32.167671222901205,34.80992484668563,39.29407685136998,888Free,06:8d:db:6e:71:26,6,-96,888Corp,0a:8d:db:6e:71:26,6,-95,,02:8d:db:6e:71:26,6,-95,Efrat Networks MM,94:f6:65:5b:b2:28,5,-94,KaymeraDev,cc:16:7e:97:1d:91,1,-93,888Guest,02:8d:cb:6e:71:bf,44,-90,888Free,06:8d:cb:6e:71:bf,44,-90,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,6,-86,888Corp,0a:8d:db:6e:71:be,11,-81,888Free,06:8d:db:6e:71:bf,1,-81
2017-10-27,16:18:38,NRD90M.1928188_904.2811,32.16752947325414,34.80970275770306,44.784206538209546,HP-Print-f3-LaserJet 300,64:27:37:77:d1:f3,6,-95,INGENEO,cc:b2:55:e8:4c:e6,6,-95,iFOREX,f8:d1:11:b1:92:93,13,-90,lavel-2,74:da:38:ae:91:7b,2,-90,Efrat Networks MM,94:f6:65:5b:b2:28,5,-89,888Free,06:8d:cb:6e:71:6d,44,-89,888Guest,02:8d:cb:6e:71:6d,44,-89,Guest Neetwork MM,94:f6:65:1b:b2:28,5,-89,lavel-2,74:da:39:b9:a7:bd,2,-87,888Free,06:8d:db:6e:71:c1,11,-84
2017-10-27,16:18:50,NRD90M.1928188_904.2811,32.16689631014436,34.80888987334706,42.95830812528492,888Corp,0a:8d:db:6e:71:26,6,-97,,06:8d:db:6e:71:be,11,-94,888Corp,0a:8d:db:6e:71:be,11,-90,,02:8d:db:6e:71:be,11,-89,888Guest,02:8d:cb:6e:71:bf,44,-89,888Free,06:8d:cb:6e:71:bf,44,-89,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,6,-88,888Free,06:8d:db:6e:71:bf,1,-87
2017-10-27,16:18:53,NRD90M.1928188_904.2811,32.166882698884585,34.808879325364,42.88970818374659,888Corp,0a:8d:cb:6e:71:6d,44,-95,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90,888Free,06:8d:db:6e:71:6d,1,-88,Training Room,8e:15:44:ac:d4:e4,6,-88
2017-10-27,16:18:59,NRD90M.1928188_904.2811,32.16690260644389,34.808596256222685,41.92228608379519,HP-Print-f3-LaserJet 300,64:27:37:77:d1:f3,6,-95,INGENEO,cc:b2:55:e8:4c:e6,6,-95,Efrat Networks MM,94:f6:65:5b:b2:28,5,-89,Guest Neetwork MM,94:f6:65:1b:b2:28,5,-89,lavel-2,74:da:39:b9:a7:bd,2,-87,888Free,06:8d:db:6e:71:c1,11,-84,888Corp,0a:8d:db:6e:71:c1,11,-83,,02:8d:db:6e:71:c1,11,-82
2017-10-27,16:19:06,NRD90M.1928188_904.2811,32.16723639563425,34.807691961442366,41.09150470864094,888Corp,0a:8d:cb:6e:71:6d,44,-95,,06:8d:db:6e:71:be,11,-94,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,888Corp,0a:8d:db:6e:71:be,11,-90,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90
2017-10-27,16:19:09,NRD90M.1928188_904.2811,32.16738290292402,34.80724915968755,41.313957486288615,INGENEO,cc:b2:55:e8:4c:e6,6,-96,KaymeraDev,00:f6:63:3a:f4:81,1,-96,Rabia,30:b5:c2:bd:52:40,6,-96,Barda,00:78:9e:fa:dc:f4,1,-96,Vexlerar,e4:6f:13:70:97:c4,9,-95,Ester_wifi,84:26:15:eb:2d:b3,11,-95,Home.,a0:ab:1b:62:a7:bc,1,-94,Barda_2,74:da:38:56:ed:e0,1,-93,EL,14:ae:db:3d:b1:52,9,-93,BERTOC-HOT,e0:ce:c3:8a:ad:63,13,-90
2017-10-27,16:19:14,NRD90M.1928188_904.2811,32.167616982375094,34.80662290618607,41.286480770321894,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90,Training Room,8e:15:44:ac:d4:e4,6,-88,RS_GUEST,ec:08:6b:38:0d:0e,12,-86,HP-Print-A0-LaserJet Pro MFP,30:f7:72:6e:8e:a0,6,-79
2017-10-27,16:19:20,NRD90M.1928188_904.2811,32.1677801004292,34.80620000504734,40.76697715347028,INGENEO,cc:b2:55:e8:4c:e6,6,-96,KaymeraDev,00:f6:63:3a:f4:81,1,-96,Rabia,30:b5:c2:bd:52:40,6,-96,Barda,00:78:9e:fa:dc:f4,1,-96,Vexlerar,e4:6f:13:70:97:c4,9,-95,Ester_wifi,84:26:15:eb:2d:b3,11,-95,Home.,a0:ab:1b:62:a7:bc,1,-94,Barda_2,74:da:38:56:ed:e0,1,-93,EL,14:ae:db:3d:b1:52,9,-93,BERTOC-HOT,e0:ce:c3:8a:ad:63,13,-90
