Mac adrees,Lat,Lon,Alt
1c:b9:c4:14:2b:dc,32.10217803927221,35.20935507927593,696.8465232564521
1c:b9:c4:14:2c:18,32.102401058518154,35.20914456426316,697.9423213342516
1c:b9:c4:14:2c:38,32.10275779803801,35.209841837333606,694.9082543015094
1c:b9:c4:14:2c:3c,32.10301675257821,35.20996483188758,694.3706763983566
1c:b9:c4:14:2f:68,32.102713634576105,35.20879683454608,697.5388366665069
1c:b9:c4:14:2f:6c,32.10263474621571,35.20893994642893,690.5293944095722
1c:b9:c4:14:2f:a8,32.10591114354393,35.21043701709937,688.6622483251579
1c:b9:c4:14:30:08,32.105011147645655,35.21068038217124,697.5475606811012
1c:b9:c4:14:30:0c,32.10506215,35.21071549,692.6868607
1c:b9:c4:14:30:38,32.10290545112779,35.20970538984119,700.3733126843996
1c:b9:c4:14:30:3c,32.10298530552546,35.20969269662513,701.7019224858896
1c:b9:c4:14:33:c8,32.102593229213745,35.20914946296184,692.4780358428458
1c:b9:c4:14:33:cc,32.102516763713886,35.20903077693963,695.973818446452
1c:b9:c4:14:36:f8,32.10451988370635,35.2112795713649,694.648280999288
1c:b9:c4:14:36:fc,32.104232360831354,35.21117844897863,704.2993113790975
1c:b9:c4:14:62:48,32.10375691850969,35.20943654265833,696.8315528973394
1c:b9:c4:14:62:4c,32.10457103,35.2096085,692.8918491
1c:b9:c4:15:1b:88,32.102086001403414,35.20928813867631,690.0247298040624
1c:b9:c4:15:1b:8c,32.10202729137922,35.20947062645334,690.8338172741264
1c:b9:c4:15:1c:b8,32.10362742670541,35.20942786373166,702.2091647050632
1c:b9:c4:15:1c:bc,32.10338816,35.20978021,713.0579803
1c:b9:c4:15:1e:68,32.10278632608109,35.21004341028684,691.9949333261466
1c:b9:c4:15:1e:6c,32.102512786105734,35.20963302471069,693.2846435342426
1c:b9:c4:15:20:38,32.10481947553551,35.21014193390533,697.885242828281
1c:b9:c4:15:23:58,32.10405246906294,35.20912685166417,689.9727887050459
1c:b9:c4:15:23:5c,32.1040793,35.20894494,693.2106003
1c:b9:c4:15:25:48,32.104693373032646,35.20991503270077,701.7923476408417
1c:b9:c4:15:25:4c,32.10474846,35.21005988,687.0
1c:b9:c4:15:34:b8,32.10493192,35.21025667,692.7030959
1c:b9:c4:15:34:bc,32.1049281,35.21028241,722.9373547
1c:b9:c4:15:36:98,32.10515114619666,35.21116457542034,700.3504652654074
1c:b9:c4:15:36:9c,32.10519175807336,35.21121997029554,703.6200349461581
1c:b9:c4:15:3a:28,32.10544864,35.21192983,691.5885471
1c:b9:c4:15:3a:2c,32.10533815,35.21187488,692.0554072
1c:b9:c4:15:3a:38,32.10203099153584,35.209515434385686,699.4327820448618
1c:b9:c4:15:3a:3c,32.10204919904429,35.20957634167495,691.331833627447
1c:b9:c4:15:3d:58,32.102030001802184,35.209526772753385,696.2765809122303
1c:b9:c4:15:3d:5c,32.10199321629435,35.209569912082586,690.640765867288
1c:b9:c4:15:3d:68,32.10307001349221,35.21007391297352,694.8208554784578
1c:b9:c4:15:3d:6c,32.10264502272434,35.20989780706844,696.5341776300195
1c:b9:c4:15:41:78,32.10436743713234,35.211139464759924,699.2536022106293
1c:b9:c4:15:41:7c,32.10416345193416,35.21100124672102,696.2173923846444
1c:b9:c4:15:42:68,32.104766141202944,35.210344271378304,690.695321666656
1c:b9:c4:15:42:6c,32.10538232772214,35.210379925162236,690.5953548629302
1c:b9:c4:15:43:e8,32.10240543882769,35.20907080938333,700.5464770235718
1c:b9:c4:15:43:ec,32.10229862905115,35.20922609822347,706.4003318582706
1c:b9:c4:15:44:58,32.10495410643767,35.210551074525874,707.7397523145497
1c:b9:c4:15:44:5c,32.104929444091105,35.21036102287029,706.1539739298651
1c:b9:c4:15:44:88,32.104632922717066,35.211326334642656,694.1890036538142
1c:b9:c4:15:44:8c,32.10473150533026,35.211193916361886,695.551073842294
1c:b9:c4:15:ec:38,32.103077598377475,35.20982219658329,696.3237417012018
1c:b9:c4:15:ec:3c,32.10296665169082,35.20967465176776,699.7362750977118
1c:b9:c4:15:ed:38,32.104086280569184,35.21086948252,699.897327354531
1c:b9:c4:15:ed:3c,32.10414685296415,35.21080078014202,704.4425966288085
1c:b9:c4:15:ed:48,32.104795885549606,35.211428005851076,691.4023506848333
1c:b9:c4:15:ed:4c,32.10486748500001,35.21138014500001,690.8633012999999
1c:b9:c4:15:ed:78,32.10229387676245,35.20954708219338,698.7373783140237
1c:b9:c4:15:ed:7c,32.10199116,35.20958211,691.3292747
1c:b9:c4:15:ed:b8,32.1033618375449,35.20975078060045,700.4082398297394
1c:b9:c4:15:ed:bc,32.1034255,35.20978696,702.0
1c:b9:c4:15:fd:48,32.10369603007138,35.209382190450484,699.028171823347
1c:b9:c4:15:fd:4c,32.10412577820167,35.20939884129178,707.6104208830387
1c:b9:c4:15:fd:e8,32.10534576371486,35.211693099540014,691.3431389219876
1c:b9:c4:15:fd:ec,32.105337115983424,35.211859884756414,691.9964341015791
1c:b9:c4:16:04:78,32.102297569601454,35.209423516542884,693.1958479060324
1c:b9:c4:16:04:7c,32.10227173765646,35.20927735903117,704.3875712171651
1c:b9:c4:16:05:38,32.10469105279133,35.20991403539836,694.937636820767
1c:b9:c4:16:05:3c,32.10461735812514,35.20943759785427,695.5120296299331
1c:b9:c4:16:05:78,32.10471077530213,35.21030982040517,700.7059114755501
1c:b9:c4:16:05:7c,32.10488923240427,35.21099027008268,704.6990103343725
1c:b9:c4:16:06:b8,32.10379566601872,35.21013517617716,707.1074485908096
1c:b9:c4:16:06:bc,32.103824729240245,35.21016529401412,706.2915398693783
1c:b9:c4:16:06:e8,32.105842735116646,35.21021078183336,688.5965322302222
1c:b9:c4:16:06:ec,32.1060498134821,35.210919087792035,688.7622466136462
1c:b9:c4:16:11:a8,32.102449822510145,35.209094317070004,695.5259023534455
1c:b9:c4:16:11:ac,32.10256673396446,35.2089812534491,701.1302197434962
1c:b9:c4:16:12:e8,32.1035812,35.20879533000001,702.3207686500001
1c:b9:c4:16:13:08,32.10356596725276,35.208775732329386,697.2890669062416
1c:b9:c4:16:13:0c,32.10332615,35.20866419,692.4506545
1c:b9:c4:16:1d:78,32.10389983842581,35.20924239055068,701.2910718412329
1c:b9:c4:16:1d:7c,32.10380222630932,35.209432425387504,710.3086401283509
1c:b9:c4:16:28:e8,32.10365783641277,35.20878692551664,702.5219461539034
1c:b9:c4:16:28:ec,32.10377211972814,35.208859997824646,702.9172571176306
1c:b9:c4:16:28:f8,32.10260038868022,35.209082977183506,690.3743628306737
1c:b9:c4:16:28:fc,32.10237157172084,35.208901795582676,701.5495691391676
1c:b9:c4:16:2b:e8,32.10471325040654,35.21063564477085,691.3395280036694
1c:b9:c4:16:2b:ec,32.10508385,35.21105177,723.7793961
1c:b9:c4:16:2d:e8,32.10496117714801,35.2105645351564,691.0373017602413
1c:b9:c4:16:2d:ec,32.10493192,35.21025667,692.7030959
1c:b9:c4:16:cc:d8,32.10417409383732,35.20908661148576,691.6582550841363
1c:b9:c4:16:cc:dc,32.10374536,35.20874764,692.9018041
1c:b9:c4:16:cd:18,32.10576014795497,35.2120639949368,690.4608693475203
1c:b9:c4:16:cd:1c,32.10578181,35.21207188,690.5323471
1c:b9:c4:16:cd:68,32.10441405,35.20788087,689.9496965
1c:b9:c4:16:d2:88,32.10321809556175,35.208967595505115,694.1027751836336
1c:b9:c4:16:d2:8c,32.102969812106494,35.20850441891716,697.1044591091564
1c:b9:c4:16:e5:a8,32.10360044915835,35.210056997974235,698.72256910716
1c:b9:c4:16:e5:ac,32.10360555,35.20981183,696.984537
1c:b9:c4:16:e8:f8,32.10421326358119,35.21124799022054,697.7203405346044
1c:b9:c4:16:e8:fc,32.10415575280497,35.21103696036162,696.1003908520289
1c:b9:c4:16:ed:38,32.1033277396487,35.21003236173295,698.0329926580237
1c:b9:c4:16:ed:3c,32.10308589801684,35.209736120121825,702.6688538703775
1c:b9:c4:16:ed:48,32.10362650887116,35.210106877769974,701.6270681495837
1c:b9:c4:16:ee:98,32.10322749479845,35.21021632809159,693.9243746625878
1c:b9:c4:16:ee:9c,32.10259715930852,35.20992069028521,696.4473308717597
1c:b9:c4:16:f1:48,32.1022578870186,35.209224656260695,693.8738864606572
1c:b9:c4:16:f1:4c,32.102144788255025,35.209089104123656,689.2517761994259
1c:b9:c4:16:f1:58,32.1032160022164,35.20972455903491,701.9403365439249
1c:b9:c4:16:f1:5c,32.10331055686495,35.20975755340407,703.9414788229467
1c:b9:c4:16:f1:98,32.10226981767505,35.20920039267538,691.1803735686982
1c:b9:c4:16:f4:28,32.10228287343109,35.208996006692495,690.1382610156422
1c:b9:c4:16:f4:2c,32.102562872346546,35.20917698475291,708.1826127857425
1c:b9:c4:16:f4:78,32.10260095493026,35.20903622518658,694.6709443208326
1c:b9:c4:16:f4:7c,32.10271131675099,35.208140515645084,696.7252437425739
1c:b9:c4:55:fd:e8,32.10516493951196,35.21147361993221,700.2720253338407
1c:b9:c4:56:cd:18,32.10575571622951,35.21206208836065,690.4771826721311
1c:b9:c4:92:7c:c7,32.10290082930313,35.20885512993857,691.8458350044154
1c:b9:c4:92:90:b7,32.103074861705466,35.20912759696089,712.3984013869614
1c:b9:c4:92:af:77,32.1031242360616,35.209633780470426,698.5876172620372
1c:b9:c4:94:2b:c7,32.10502713176991,35.21103245132743,700.7822284442477
1c:b9:c4:94:2b:d7,32.10227804749559,35.209267380823434,697.3514191571016
1c:b9:c4:94:2c:37,32.10273247505415,35.2098593580868,700.6765494912177
1c:b9:c4:94:2f:67,32.10293474,35.20878314,707.529971
1c:b9:c4:94:30:07,32.10506215,35.21071549,692.6868607
1c:b9:c4:94:30:37,32.102978549329606,35.20968957586714,699.0312381657526
1c:b9:c4:94:33:c7,32.10296085,35.20883419,714.3703448
1c:b9:c4:94:36:f7,32.10421175,35.21118934,697.9876833
1c:b9:c4:94:62:47,32.10457103,35.2096085,692.8918491
1c:b9:c4:95:1b:87,32.10204841,35.20930544,690.6637923
1c:b9:c4:95:1e:67,32.10263052,35.21002971,712.9572535
1c:b9:c4:95:23:57,32.1040793,35.20894494,693.2106003
1c:b9:c4:95:36:97,32.10502807,35.21096172,733.9581295
1c:b9:c4:95:3a:37,32.10204841,35.20930544,690.6637923
1c:b9:c4:95:3d:57,32.10200080821171,35.20968340538726,700.0010789331561
1c:b9:c4:95:3d:67,32.10263052,35.21002971,712.9572535
1c:b9:c4:95:41:77,32.104164385056606,35.21088765132075,704.543579178868
1c:b9:c4:95:42:67,32.105393535,35.21035938000001,690.5277389999999
1c:b9:c4:95:43:e7,32.10199116,35.20958211,691.3292747
1c:b9:c4:95:44:57,32.10500097134948,35.210474774417534,710.7476613560385
1c:b9:c4:95:44:87,32.10475063327358,35.211229991825604,699.6870731030044
1c:b9:c4:95:ec:37,32.10298166861612,35.209677670844734,699.3847452726126
1c:b9:c4:95:ed:37,32.10418021,35.21097162,697.8335736
1c:b9:c4:95:ed:47,32.10490612,35.21135241,691.7266026
1c:b9:c4:95:fd:47,32.10372953719322,35.20938173019013,705.7432982800342
1c:b9:c4:96:04:77,32.1020499,35.209817,691.9252951
1c:b9:c4:96:05:77,32.10490479,35.21124745,697.4311692
1c:b9:c4:96:06:b7,32.10377640487974,35.21008430605145,706.219816929002
1c:b9:c4:96:06:e7,32.106129980126084,35.21159973091318,689.0436342888271
1c:b9:c4:96:11:a7,32.102380988022716,35.20925838958441,702.8754790978059
1c:b9:c4:96:13:07,32.10332615,35.20866419,692.4506545
1c:b9:c4:96:1d:77,32.10377002,35.20885656,710.3643464
1c:b9:c4:96:28:e7,32.103688394042585,35.2087768144964,691.4510767060127
1c:b9:c4:96:28:f7,32.10242248027882,35.20871363107448,704.2728646359667
1c:b9:c4:96:2b:e7,32.10500618,35.21121884,710.775619
1c:b9:c4:96:2d:e7,32.10492987690615,35.21027043681567,708.8736268895206
1c:b9:c4:96:cc:d7,32.1040063,35.20897411,716.4196812
1c:b9:c4:96:cd:17,32.10544864,35.21192983,691.5885471
1c:b9:c4:96:d2:87,32.1029743,35.20769755,690.9460551
1c:b9:c4:96:e8:f7,32.104176319487294,35.211026251631694,700.330552890559
1c:b9:c4:96:ed:37,32.10294448092237,35.20968831829753,698.1641498561195
1c:b9:c4:96:ee:97,32.10282894,35.20990359,712.9649553
1c:b9:c4:96:f1:47,32.10215532,35.209260065,703.3361961
1c:b9:c4:96:f1:57,32.103260453223626,35.209740245618306,703.9055825016047
1c:b9:c4:96:f1:97,32.10229102318592,35.20893378685792,699.6054525473203
1c:b9:c4:96:f4:27,32.10250943934865,35.20909891667761,691.7725879453926
1c:b9:c4:96:f4:77,32.1028212100639,35.20819917792264,693.7210746747173
24:79:2a:2b:02:78,32.10381301,35.21016707,708.0
24:79:2a:2b:07:b8,32.10380270127366,35.21015452224357,702.0523943895869
24:79:2a:2b:07:bc,32.10384306913842,35.21017605576105,702.8873605318781
24:79:2a:2b:24:98,32.104250808788095,35.21062416851403,694.768263501896
24:79:2a:2b:24:9c,32.10406542,35.21056381,697.5076284
24:79:2a:2b:34:a8,32.10533815,35.21187488,692.0554072
24:79:2a:2b:34:e8,32.105071233211646,35.21145722437702,693.5785828160674
24:79:2a:2b:bd:88,32.10381256326414,35.210175024718446,701.9916056051809
24:79:2a:2b:bd:8c,32.103792991984555,35.21009379618329,703.0223738822457
24:79:2a:2c:3d:68,32.10339539874442,35.208784194986094,699.0853653818433
24:79:2a:2c:5b:d8,32.1042182357287,35.209918966179,699.9473732607279
24:79:2a:2c:5b:dc,32.10414268728312,35.210023911466585,703.1484393099994
24:79:2a:2c:5c:18,32.10393249659277,35.210494792351504,700.7919796299792
24:79:2a:2c:5c:1c,32.1038080002256,35.21015332685624,707.2625708225743
24:79:2a:2c:61:68,32.104047107327965,35.21059905296255,696.7270599963318
24:79:2a:2c:61:6c,32.10413713,35.21082446,704.7212452
24:79:2a:ab:24:97,32.10406638,35.21063208,704.8039142
24:79:2a:ab:bd:87,32.103792961146425,35.21009371111037,703.0188089087
24:79:2a:ac:5b:d7,32.10444130191467,35.20944049357651,719.69992894069
24:79:2a:ac:5c:17,32.10398654,35.21044402,705.104886
24:c9:a1:36:52:d8,32.10481856,35.21012315,726.1049343
30:b5:c2:b8:40:36,32.10494483,35.2104469,717.6172124
30:e1:71:0d:e0:63,32.10347119739692,35.20958071247836,701.3552995359531
30:e1:71:0d:e0:65,32.10419579465126,35.20912676871184,700.8868204746553
30:e1:71:0d:e0:67,32.10455252,35.2096924,689.0
30:e1:71:0f:a2:49,32.10263817241183,35.20987677581591,693.8391299424324
30:e1:71:0f:a2:72,32.102013149441845,35.209728565210945,690.955784869766
30:e1:71:0f:b2:6a,32.10497523,35.21118447,698.0
34:0b:01:19:21:42,32.1025333,35.20726399,699.2877605
34:8f:27:20:89:b8,32.104041740686284,35.20916332300924,691.4550620641022
34:8f:27:20:89:bc,32.10446697,35.20942986,692.9030486
34:8f:27:20:8c:18,32.102875136700554,35.209096669389396,693.7861545273049
34:8f:27:a0:89:b7,32.10446697,35.20942986,692.9030486
38:a2:8c:02:e7:6e,32.10500248,35.21047226,692.7188464
3c:1e:04:05:5f:f5,32.1042776881354,35.21140688661445,701.7264123799245
3c:52:82:ef:a4:8b,32.1037734409584,35.21013481964975,699.0985950933108
3c:52:82:ef:c4:3c,32.10311265812311,35.20972712999356,698.4515190341033
3c:52:82:ef:d4:52,32.103607023662725,35.209908177216754,700.2261390593166
3c:52:82:ef:d4:56,32.10218764382711,35.20929027070707,694.1649424249407
40:a5:ef:7a:17:f2,32.10248598826309,35.2099186269824,697.3346164825905
48:ee:0c:3e:86:dd,32.10238354298297,35.20883676497095,689.4879837412518
58:70:c6:00:d0:f1,32.10577582622688,35.20997089823396,688.521735330273
58:70:c6:fb:68:7a,32.10436268,35.20927747,692.9954485
58:70:c6:fb:96:30,32.10473133,35.21000489,687.0
60:e3:27:7b:e0:98,32.103946584742125,35.21002476215528,700.6934472571063
62:ab:1b:60:b4:cb,32.10229150094076,35.209414067717,696.4982250250949
70:5a:0f:57:04:17,32.10474846,35.21005988,687.0
70:5a:0f:57:42:43,32.10447804,35.20959776,687.0
74:ea:3a:ad:d1:50,32.103725180738365,35.209374476786834,690.0337546246034
7e:ff:30:08:7f:bd,32.10241537,35.208865,688.0
80:37:73:d7:ab:3a,32.10246378,35.2075634,694.1299433
84:c9:b2:4a:e7:87,32.10441405,35.20788087,689.9496965
84:c9:b2:b7:c8:2d,32.10258120577669,35.209972506421316,698.0276205441357
8c:0c:90:2d:34:38,32.10407820424918,35.21069042181055,696.4326713940098
8c:0c:90:2d:75:e8,32.1027706051318,35.20910692710418,693.4406560148602
8c:0c:90:2e:16:88,32.103726673881965,35.20956252510098,700.1139500119295
8c:0c:90:2e:e8:18,32.10412655746118,35.21084685226182,699.48952804253
8c:0c:90:2f:36:58,32.104756095880944,35.20996993102034,699.1416431451049
8c:0c:90:2f:ca:18,32.1038601,35.20889524,715.6639357
8c:0c:90:2f:d3:d8,32.1045024285241,35.21095632946646,695.2145993485882
8c:0c:90:6e:16:88,32.10366838338556,35.208890331420136,699.4671303270445
8c:0c:90:6f:36:58,32.10469340120761,35.20992463314879,706.1602376529412
8c:0c:90:ad:75:e3,32.10316859765923,35.20879221040037,703.6473821346209
8c:0c:90:ae:16:83,32.10375365017403,35.209101644276956,704.4018945125064
8c:0c:90:af:76:53,32.10521012,35.21178481,692.3377116
90:6c:ac:9f:f1:c5,32.10432787290914,35.20944039571761,718.4184377682757
90:6c:ac:9f:fb:1f,32.10480393224513,35.20975666222348,687.61281676241
90:6c:ac:9f:fb:27,32.10489300750747,35.20928225112237,690.7435731246444
90:6c:ac:a0:18:29,32.10350319351557,35.20927794282261,696.0844933056926
90:6c:ac:a0:3d:eb,32.10363544401333,35.20922846441232,699.7314089375785
90:6c:ac:a0:60:4d,32.10462255596586,35.209775426434305,689.1632024996212
90:6c:ac:a0:60:55,32.10465583,35.20979911,721.9074686
90:6c:ac:a0:7b:4d,32.10468953639806,35.209924426299224,687.646258204214
90:6c:ac:a0:7b:55,32.10465583,35.20979911,721.9074686000001
90:8d:78:54:6b:4d,32.104603746264274,35.20980756595432,701.4256799663947
9c:d2:1e:04:e6:2c,32.10473133,35.21000489,687.0
a0:4f:d4:3a:a0:e1,32.10252819,35.2073457,700.1622739
a0:4f:d4:3b:e9:01,32.10252819,35.2073457,700.1622739
a0:4f:d4:46:a9:e1,32.10325457,35.20776622,690.8153989
a0:8c:fd:0a:24:56,32.10381187466318,35.209490677767306,703.5042377537143
a0:8c:fd:0a:d5:f5,32.102132338236856,35.209192759869815,694.8823931244858
a0:8c:fd:8c:79:6f,32.10451023949214,35.209562647521544,690.9289640792248
a0:8c:fd:8c:c5:b2,32.10497406,35.2111867,696.0
a0:ab:1b:59:55:54,32.10251814,35.20734901,698.9056862
a0:ab:1b:60:b4:ca,32.10231850810012,35.209175811335484,691.9385187753959
a2:6c:ac:9f:f1:c5,32.10435442453351,35.209358542286466,703.3204883574244
a2:6c:ac:9f:fb:1f,32.10466326000542,35.209879863592626,695.4692734599969
a2:6c:ac:9f:fb:27,32.10489280452043,35.20928224929236,690.7444350477191
a2:6c:ac:a0:18:29,32.10366632378877,35.20929375497552,689.799384339594
a2:6c:ac:a0:3d:eb,32.10377791882688,35.209423320606795,700.3527649175361
a2:6c:ac:a0:60:4d,32.10429525881002,35.2094596585698,689.2506394283968
a2:6c:ac:a0:60:55,32.10456879065022,35.20969929955878,704.3331469515239
a2:6c:ac:a0:7b:4d,32.104677607563346,35.2098852395774,695.6775622377878
a2:6c:ac:a0:7b:55,32.10467787022423,35.20981344909455,708.6936298586921
a4:08:f5:20:72:6a,32.10286151,35.2076292,691.1036072
ac:83:f3:b2:00:e9,32.10500248,35.21047226,692.7188464
b0:48:7a:a1:80:8c,32.10251814,35.20734901,698.9056862
b2:6c:ac:9f:f1:c5,32.104399074436365,35.209501435511775,720.952261187317
b2:6c:ac:9f:fb:1f,32.10460470221629,35.20974686625808,695.4591440454994
b2:6c:ac:9f:fb:27,32.10489300750747,35.20928225112237,690.7435731246444
b2:6c:ac:a0:18:29,32.103787136097495,35.20911580024808,687.9518351951255
b2:6c:ac:a0:3d:eb,32.10346931305368,35.20907040239197,695.8661582471786
b2:6c:ac:a0:7b:4d,32.1047321261192,35.20999833428048,694.966256654836
b2:6c:ac:a0:7b:55,32.10467817311063,35.20981364614866,708.5120395077961
c0:4a:00:71:ee:ee,32.10348809727732,35.2098071823292,699.2249391764587
c0:bd:d1:d5:8c:55,32.10312597,35.20921578,696.5
c2:6c:ac:9f:fb:1f,32.10445375454542,35.20962524876297,689.0950557020008
c2:6c:ac:9f:fb:27,32.10489300750747,35.20928225112237,690.7435731246444
c2:6c:ac:a0:7b:4d,32.104717087971274,35.2099709798537,694.0521425857906
c2:6c:ac:a0:7b:55,32.10466943159814,35.209824592279645,701.9303296609968
c4:12:f5:f6:a0:18,32.102569418007654,35.20997179214682,695.1230382045533
c4:12:f5:fd:6a:74,32.10483384,35.21004948,692.7415285
c8:be:19:07:77:b9,32.10413713,35.21082446,704.7212452
cc:b2:55:e7:7e:ba,32.10618195,35.21168764,689.1981253
cc:fa:00:ae:93:46,32.1026346,35.20757686,692.0341048
d0:0f:6d:f1:35:2f,32.10251814,35.20734901,698.9056862
d0:bf:9c:db:31:30,32.10465458375801,35.209843676588626,695.986414273147
d0:d4:12:68:5b:ca,32.1020859,35.20993739,692.0
d8:5d:4c:9e:69:22,32.10319110043961,35.20924847464597,700.5527057992607
d8:fe:e3:03:5a:31,32.10253058645726,35.20730738013259,699.7521498326602
e4:95:6e:40:87:1a,32.10300921,35.2096084,701.0
e6:46:da:e4:84:c0,32.10473074,35.20808402,689.6319853
e8:94:f6:d5:98:86,32.10225656,35.21001902,692.0
ec:8c:a2:08:77:48,32.10286151,35.2076292,691.1036072
ec:8c:a2:08:78:38,32.10332339,35.20778663,690.7687922
ec:8c:a2:08:78:3c,32.10317578,35.20775336,690.8658803
ec:8c:a2:08:78:c8,32.102715605147154,35.20937632269227,694.0592079576196
ec:8c:a2:08:78:cc,32.10325834372407,35.20905902225487,709.3871692866734
ec:8c:a2:08:79:88,32.10493454843041,35.210993686209285,688.9904963231984
ec:8c:a2:08:79:a8,32.104697508081955,35.2107580986221,693.5155460323649
ec:8c:a2:08:79:ac,32.10491909813486,35.21130154991275,693.8682117075946
ec:8c:a2:08:7a:18,32.103777884259735,35.20782590121104,690.4274628271223
ec:8c:a2:08:7a:1c,32.10349661538638,35.20779240532659,690.6301240373049
ec:8c:a2:08:7b:88,32.10395116,35.20786377,690.3267398
ec:8c:a2:08:7b:8c,32.10367906217578,35.20782822476643,690.5042269482669
ec:8c:a2:08:90:c8,32.10360081448697,35.207819530976074,690.5542770560942
