Date,Time,ID,Lat,Lon,Alt,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
03/12/2017 00:00,08:41:34,model=SM-G950F_device=dreamlte,32.10277703,35.20865285,691.9026616,Ariel_University,1c:b9:c4:14:2f:68,6,-74,Ariel_University,1c:b9:c4:14:2f:6c,36,-76,Ariel_University,1c:b9:c4:16:11:a8,1,-76,Ariel_University,1c:b9:c4:16:28:f8,6,-77,Ariel_University,1c:b9:c4:14:33:cc,48,-79,Ariel_University,1c:b9:c4:15:43:e8,1,-80,Ariel_University,1c:b9:c4:14:33:c8,11,-80,Ariel_University,ec:8c:a2:26:b1:78,1,-82,Ariel_University,1c:b9:c4:16:11:ac,44,-83, ,1c:b9:c4:96:f4:77,36,-84
03/12/2017 00:00,08:41:37,model=SM-G950F_device=dreamlte,32.10255145,35.20870958,691.5312028,Ariel_University,ec:8c:a2:26:b1:78,1,-74,Ariel_University,1c:b9:c4:16:f4:78,1,-80,Ariel_University,1c:b9:c4:16:28:fc,36,-83,Ariel_University,ec:8c:a2:08:78:c8,6,-85,Bezeq Free,62:ab:1b:60:b4:cb,8,-85,Ariel_University,1c:b9:c4:16:f1:98,11,-85,Ariel_University,1c:b9:c4:14:2c:18,1,-85,36518749,a0:ab:1b:60:b4:ca,8,-86,Ariel_University,1c:b9:c4:15:ed:78,6,-86,Ariel_University,1c:b9:c4:16:04:78,11,-86
03/12/2017 00:00,08:41:40,model=SM-G950F_device=dreamlte,32.10234865,35.20880581,691.1193082,36518749,a0:ab:1b:60:b4:ca,8,-81,Ariel_University,1c:b9:c4:14:2b:d8,1,-81,Ariel_University,ec:8c:a2:08:94:1c,44,-86,Ariel_University,1c:b9:c4:14:2b:dc,36,-87, ,1c:b9:c4:94:2b:d7,36,-88,Ariel_University,1c:b9:c4:16:ed:38,6,-88,tachlit3,48:ee:0c:3e:86:dd,7,-89,DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,6,-91,,,,,,,,
03/12/2017 00:00,08:41:44,model=SM-G950F_device=dreamlte,32.10214622,35.20904429,690.533534,Ariel_University,1c:b9:c4:14:2b:d8,1,-74,Ariel_University,1c:b9:c4:14:2b:dc,36,-75,DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,6,-76,Ariel_University,1c:b9:c4:16:f1:98,11,-77,DIRECT-55-HP DeskJet 3630 series,3c:52:82:ef:d4:56,6,-79,Ariel_University,1c:b9:c4:16:f1:48,1,-79,Ariel_University,1c:b9:c4:16:f4:28,11,-82,Ariel_University,1c:b9:c4:16:f1:4c,36,-85,Ariel_University,1c:b9:c4:15:3d:58,11,-86,Ariel_University,1c:b9:c4:12:90:b8,11,-87
03/12/2017 00:00,08:41:47,model=SM-G950F_device=dreamlte,32.10204841,35.20930544,690.6637923,Ariel_University,1c:b9:c4:14:2b:d8,1,-67,Ariel_University,1c:b9:c4:16:04:78,11,-77,Ariel_University,1c:b9:c4:15:3a:38,11,-82,Ariel_University,1c:b9:c4:15:1b:88,11,-84, ,1c:b9:c4:95:3a:37,44,-87,Ariel_University,1c:b9:c4:15:3a:3c,44,-87,Ariel_University,1c:b9:c4:15:1b:8c,58,-88,Ariel_University,1c:b9:c4:15:1e:68,1,-88, ,1c:b9:c4:95:1b:87,58,-89,yosh,00:11:6b:11:02:b7,1,-90
03/12/2017 00:00,08:41:50,model=SM-G950F_device=dreamlte,32.10199116,35.20958211,691.3292747,Ariel_University,1c:b9:c4:15:3d:58,11,-76,Ariel_University,1c:b9:c4:15:ed:7c,60,-83,Ariel_University,1c:b9:c4:15:3d:5c,36,-85,Ariel_University,1c:b9:c4:16:f4:2c,44,-88,Ariel_University,1c:b9:c4:12:90:bc,40,-89,Ariel_University,1c:b9:c4:15:1e:6c,36,-89, ,1c:b9:c4:95:43:e7,36,-90, ,1c:b9:c4:96:f4:27,44,-90,,,,,,,,
03/12/2017 00:00,08:41:53,model=SM-G950F_device=dreamlte,32.1020499,35.209817,691.9252951,Ariel_University,1c:b9:c4:15:3a:3c,44,-82,Ariel_University,1c:b9:c4:16:11:a8,1,-85,yosh,00:11:6b:11:02:b7,1,-85, ,1c:b9:c4:96:04:77,60,-86,Bezeq Free,62:ab:1b:60:b4:cb,8,-86,DIRECT-71-HP DeskJet 3630 series,30:e1:71:0f:a2:72,6,-86,Ariel_University,ec:8c:a2:26:b1:78,1,-87,36518749,a0:ab:1b:60:b4:ca,8,-87,Ariel_University,1c:b9:c4:15:ed:78,6,-88, ,1c:b9:c4:96:11:a7,44,-90
03/12/2017 00:00,08:41:59,model=SM-G950F_device=dreamlte,32.1024246,35.20994625,693.2951779,KCG-ADSL,00:1d:aa:81:d8:3c,3,-72,lab_6.1.3,c4:12:f5:f6:a0:18,3,-84,Ariel_University,1c:b9:c4:16:ee:98,6,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:02,model=SM-G950F_device=dreamlte,32.102644,35.20986621,693.953681,lab_6.1.3,c4:12:f5:f6:a0:18,3,-76,Ariel_University,1c:b9:c4:15:1e:68,1,-81,Ariel_University,1c:b9:c4:16:ee:98,6,-84,Ariel_University,1c:b9:c4:15:3d:68,6,-84,Ariel_University,1c:b9:c4:16:ee:9c,36,-85,Ariel_University,1c:b9:c4:16:ed:38,6,-88,Ariel_University,1c:b9:c4:15:3d:6c,44,-89,Ariel_University,1c:b9:c4:14:2c:38,6,-90,,,,,,,,
03/12/2017 00:00,08:42:05,model=SM-G950F_device=dreamlte,32.10284686,35.20976947,694.5438851,Ariel_University,1c:b9:c4:14:2c:38,6,-82,Ariel_University,1c:b9:c4:14:30:38,1,-86, ,1c:b9:c4:96:ed:37,44,-87,Ariel_University,1c:b9:c4:16:ed:3c,44,-87,DIRECT-47-HP DeskJet 3630 series,30:e1:71:0f:a2:49,6,-88,Ariel_University,1c:b9:c4:12:af:78,11,-88,Ariel_University,1c:b9:c4:12:af:7c,40,-89,Ariel_University,1c:b9:c4:15:ec:38,6,-90,Ariel_University,1c:b9:c4:14:30:3c,44,-91,,,,
03/12/2017 00:00,08:42:08,model=SM-G950F_device=dreamlte,32.1030462,35.20968509,695.2842001,Ariel_University,1c:b9:c4:15:ec:38,6,-78,Ariel_University,1c:b9:c4:16:ed:38,6,-79,Ariel_University,1c:b9:c4:12:af:78,11,-79,DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,6,-82,Ariel_University,1c:b9:c4:12:af:7c,40,-83,Ariel_University,1c:b9:c4:15:ec:3c,36,-89,Ariel_University,1c:b9:c4:15:1e:6c,36,-90, ,1c:b9:c4:95:ec:37,36,-90,Ariel_University,1c:b9:c4:14:2b:88,11,-90, ,1c:b9:c4:94:30:37,44,-91
03/12/2017 00:00,08:42:11,model=SM-G950F_device=dreamlte,32.10324718,35.2096609,695.9976938,Ariel_University,1c:b9:c4:16:11:a8,1,-85, ,1c:b9:c4:92:af:77,40,-86,Ariel_University,1c:b9:c4:16:06:bc,48,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:14,model=SM-G950F_device=dreamlte,32.10343296,35.20971972,696.5946487,KCG-ADSL,00:1d:aa:81:d8:3c,3,-79,Ariel_University,1c:b9:c4:16:06:b8,11,-79,Ariel_University,1c:b9:c4:16:06:bc,48,-82,Ariel_University,1c:b9:c4:14:2b:88,11,-85, ,8c:0c:90:6e:16:88,11,-88,DIRECT-51-HP DeskJet 3630 series,3c:52:82:ef:d4:52,6,-88,AUC_4_2_24,d8:5d:4c:9e:69:22,1,-88,IT-MNG,1c:b9:c4:15:ed:b8,1,-89,Ariel_University,1c:b9:c4:16:f1:58,6,-89,Ariel_University,1c:b9:c4:12:90:bc,40,-90
03/12/2017 00:00,08:42:17,model=SM-G950F_device=dreamlte,32.10360555,35.20981183,696.984537,Ariel_University,1c:b9:c4:16:ed:3c,44,-82, ,1c:b9:c4:96:06:b7,48,-83,Ariel_University,1c:b9:c4:16:e5:a8,6,-87,Ariel_University,1c:b9:c4:16:e5:ac,36,-88,Onicom,c0:4a:00:71:ee:ee,9,-91,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:20,model=SM-G950F_device=dreamlte,32.10374459,35.20996027,697.4269701,Ariel_University,1c:b9:c4:16:06:b8,11,-73,Ariel_University,8c:0c:90:2e:16:88,11,-83,Ariel_University,1c:b9:c4:15:fd:48,1,-84,Ariel_University,24:79:2a:2b:bd:8c,44,-88,Ariel_University,1c:b9:c4:15:1c:b8,1,-88, ,24:79:2a:ab:bd:87,44,-89,Ariel_University,1c:b9:c4:16:ed:48,6,-89,,,,,,,,,,,,
03/12/2017 00:00,08:42:23,model=SM-G950F_device=dreamlte,32.10384157,35.21012188,697.416046,Ariel_University,1c:b9:c4:16:06:bc,48,-76,Ariel_University,24:79:2a:2b:bd:88,11,-83,Ariel_University,24:79:2a:2c:5c:18,11,-84,Ariel_University,24:79:2a:2b:07:b8,11,-85,HelpDesk,60:e3:27:7b:e0:98,4,-89,Ariel_University,24:79:2a:2b:07:bc,36,-90,Ariel_University,1c:b9:c4:15:fd:4c,36,-91,,,,,,,,,,,,
03/12/2017 00:00,08:42:26,model=SM-G950F_device=dreamlte,32.10394142,35.21027064,697.3844383,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:29,model=SM-G950F_device=dreamlte,32.10400958,35.2104071,697.4328003,Ariel_University,8c:0c:90:2e:e8:18,6,-81,Ariel_University,1c:b9:c4:15:ed:38,6,-89,Ariel_University,8c:0c:90:2d:34:38,11,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:32,model=SM-G950F_device=dreamlte,32.10406542,35.21056381,697.5076284,Ariel_University,8c:0c:90:2e:e8:18,6,-75,Ariel_University,24:79:2a:2b:24:98,1,-82,Ariel_University,24:79:2a:2c:61:68,6,-86,Ariel_University,24:79:2a:2b:24:9c,36,-87,Ariel_University,1c:b9:c4:16:e8:fc,36,-89,Ariel_University,1c:b9:c4:15:ed:3c,36,-89,Ariel_University,24:79:2a:2c:5b:d8,1,-90,,,,,,,,,,,,
03/12/2017 00:00,08:42:35,model=SM-G950F_device=dreamlte,32.10413452,35.21075672,697.6837112,Ariel_University,8c:0c:90:2f:d3:d8,11,-80,Ariel_University,1c:b9:c4:15:41:7c,44,-83,Ariel_University,1c:b9:c4:16:e8:f8,11,-83,Ariel_University,8c:0c:90:2d:34:38,11,-84, ,1c:b9:c4:95:41:77,44,-84, ,1c:b9:c4:96:e8:f7,36,-89,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:38,model=SM-G950F_device=dreamlte,32.10418021,35.21097162,697.8335736,Ariel_University,1c:b9:c4:15:41:78,1,-74,Ariel_University,1c:b9:c4:15:41:7c,44,-78,Ariel_University,1c:b9:c4:15:ed:38,6,-82, ,1c:b9:c4:95:ed:37,36,-85,Ariel_University,1c:b9:c4:16:06:b8,11,-90,Ariel_University,1c:b9:c4:14:36:fc,36,-90,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:41,model=SM-G950F_device=dreamlte,32.10421175,35.21118934,697.9876833,Ariel_University,1c:b9:c4:16:e8:f8,11,-75,Ariel_University,1c:b9:c4:14:36:f8,6,-78,Ariel_University,1c:b9:c4:16:e8:fc,36,-80, ,1c:b9:c4:94:36:f7,36,-89,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:44,model=SM-G950F_device=dreamlte,32.10430101,35.21133641,698.1636706,Ariel_University,1c:b9:c4:15:44:88,6,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:47,model=SM-G950F_device=dreamlte,32.10443188,35.21140418,698.2791206,Ariel_University,1c:b9:c4:15:44:8c,36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:56,model=SM-G950F_device=dreamlte,32.10484577,35.21133657,697.457288,Ariel_University,1c:b9:c4:16:05:78,6,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:42:59,model=SM-G950F_device=dreamlte,32.10490479,35.21124745,697.4311692, ,ec:8c:a2:88:79:a7,36,-83,Ariel_University,ec:8c:a2:08:79:ac,36,-83, ,1c:b9:c4:96:05:77,36,-90,Ariel_University,1c:b9:c4:16:05:7c,36,-90,yosh,00:11:6b:11:7e:0c,1,-90,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:43:02,model=SM-G950F_device=dreamlte,32.10490479,35.21124745,697.428716,Ariel_University,ec:8c:a2:08:79:a8,6,-74,Ariel_University,1c:b9:c4:14:2b:c8,6,-88,Ariel_University,1c:b9:c4:15:44:58,11,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:36,model=Lenovo PB2-690Y_device=PB2PRO,32.10492335,35.21133237,695,Ariel_University,1c:b9:c4:15:41:78,1,-76,Ariel_University,ec:8c:a2:08:79:a8,6,-76,Ariel_University,1c:b9:c4:15:ed:48,1,-80,Ariel_University,1c:b9:c4:15:44:88,6,-81,Ariel_University,1c:b9:c4:16:2b:e8,6,-85,Ariel_University,1c:b9:c4:14:36:f8,6,-88,Ariel_University,1c:b9:c4:14:2b:c8,6,-88,Ariel_University,1c:b9:c4:16:05:78,6,-89,Ariel_University,1c:b9:c4:15:42:68,11,-90,Ariel_University,1c:b9:c4:15:44:58,11,-90
03/12/2017 00:00,08:44:42,model=Lenovo PB2-690Y_device=PB2PRO,32.10490415,35.21134319,694,Ariel_University,1c:b9:c4:16:05:78,6,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:45,model=Lenovo PB2-690Y_device=PB2PRO,32.10491116,35.21134052,692,Ariel_University,1c:b9:c4:14:2b:c8,6,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:48,model=Lenovo PB2-690Y_device=PB2PRO,32.10494722,35.21131239,692,Ariel_University,1c:b9:c4:16:e8:f8,11,-85,Ariel_University,ec:8c:a2:08:79:ac,36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:52,model=Lenovo PB2-690Y_device=PB2PRO,32.10502009,35.21117827,691,IT-MNG,1c:b9:c4:15:fd:e8,11,-89,Ariel_University,1c:b9:c4:55:fd:e8,11,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:54,model=SM-G950F_device=dreamlte,32.10508385,35.21105177,723.7793961,Ariel_University,1c:b9:c4:14:2b:c8,6,-69,Ariel_University,1c:b9:c4:15:44:58,11,-73,Ariel_University,1c:b9:c4:15:36:98,1,-81,Ariel_University,1c:b9:c4:14:2b:cc,36,-82,Ariel_University,1c:b9:c4:15:36:9c,36,-82,Ariel_University,1c:b9:c4:16:2b:ec,36,-91,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:55,model=Lenovo PB2-690Y_device=PB2PRO,32.10503984,35.21099522,690,Ariel_University,1c:b9:c4:14:2b:c8,6,-75,Ariel_University,1c:b9:c4:14:2b:cc,36,-79, ,1c:b9:c4:94:2b:c7,36,-80,Ariel_University,1c:b9:c4:15:42:68,11,-82,Ariel_University,1c:b9:c4:15:36:98,1,-82,Ariel_University,1c:b9:c4:16:2d:e8,11,-89,Ariel_University,1c:b9:c4:14:30:08,1,-90,,,,,,,,,,,,
03/12/2017 00:00,08:44:57,model=SM-G950F_device=dreamlte,32.10508531,35.21084961,723.5007311,Ariel_University,1c:b9:c4:15:25:48,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:44:58,model=Lenovo PB2-690Y_device=PB2PRO,32.10501303,35.21079649,688,Ariel_University,1c:b9:c4:15:25:48,1,-85,yosh,00:11:6b:11:7e:0c,1,-89,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,6,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:00,model=SM-G950F_device=dreamlte,32.10505361,35.21065141,722.9911882,Ariel_University,1c:b9:c4:16:2d:e8,11,-86, ,00:1a:dd:f5:e2:e4,8,-88,yosh,00:11:6b:11:7d:c7,13,-88,Ariel_University,1c:b9:c4:14:30:08,1,-89,Afikim_Wifi,00:1a:dd:f5:e2:e5,8,-91,EVE,90:6c:ac:a0:7b:4d,11,-92,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:01,model=Lenovo PB2-690Y_device=PB2PRO,32.10496562,35.21060161,686,Ariel_University,1c:b9:c4:15:44:58,11,-74,Afikim_Wifi,00:1a:dd:f5:e2:e5,8,-81,Ariel_University,1c:b9:c4:16:2d:e8,11,-83,Ariel_University,ec:8c:a2:08:79:88,1,-92,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:03,model=SM-G950F_device=dreamlte,32.1049999,35.21047656,723.5506009,Ariel_University,1c:b9:c4:15:44:5c,44,-73, ,1c:b9:c4:95:44:57,44,-75,giftwizard,a2:6c:ac:a0:3d:eb,3,-91,sinusafe,b2:6c:ac:a0:3d:eb,3,-93,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:04,model=Lenovo PB2-690Y_device=PB2PRO,32.10490642,35.21041748,687,Ariel_University,1c:b9:c4:15:44:58,11,-67,Ariel_University,1c:b9:c4:14:30:08,1,-81,Ariel_University,1c:b9:c4:16:05:38,11,-83,Neuropplied,a2:6c:ac:9f:fb:1f,1,-87,iagree,b2:6c:ac:9f:fb:1f,1,-88,Ariel_University,1c:b9:c4:15:ed:38,6,-89,Guest,90:6c:ac:9f:fb:1f,1,-91,,,,,,,,,,,,
03/12/2017 00:00,08:45:06,model=SM-G950F_device=dreamlte,32.1049281,35.21028241,722.9373547, ,1c:b9:c4:96:2d:e7,36,-83,Ariel_University,1c:b9:c4:16:05:78,6,-85,HP-Print-4b-LaserJet 400,08:ed:b9:3d:8f:4b,6,-89,Ariel_University,1c:b9:c4:15:34:bc,36,-90,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:07,model=Lenovo PB2-690Y_device=PB2PRO,32.10483138,35.21023766,687,Ariel_University,1c:b9:c4:16:2d:e8,11,-77,Ariel_University,1c:b9:c4:15:44:5c,44,-78,Ariel_University,1c:b9:c4:16:05:78,6,-82,Ariel_University,1c:b9:c4:15:ed:48,1,-85,Ariel_University,1c:b9:c4:16:2b:e8,6,-86,Guest,90:6c:ac:9f:fb:1f,1,-86,Ariel_University,1c:b9:c4:15:41:78,1,-87,Ariel_University,1c:b9:c4:15:44:88,6,-87,Ariel_University,1c:b9:c4:15:20:38,11,-89,Ariel_University,1c:b9:c4:16:e8:f8,11,-91
03/12/2017 00:00,08:45:09,model=SM-G950F_device=dreamlte,32.10484581,35.2100993,721.5899411,outsense,c2:6c:ac:a0:7b:4d,11,-79,EVE,90:6c:ac:a0:7b:4d,11,-83,Ariel_University,1c:b9:c4:16:e8:f8,11,-85,Ariel_University,1c:b9:c4:16:05:7c,36,-89,Ariel_University,1c:b9:c4:15:23:58,6,-89,yosh,00:11:6b:11:7e:0c,1,-90,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:10,model=Lenovo PB2-690Y_device=PB2PRO,32.10474846,35.21005988,687,outsense,c2:6c:ac:a0:7b:4d,11,-69,EVE,90:6c:ac:a0:7b:4d,11,-71,Ariel_University,8c:0c:90:2f:36:58,1,-71,magneto,b2:6c:ac:a0:7b:4d,11,-72,Guest,a2:6c:ac:a0:7b:4d,11,-72,Ariel_University,1c:b9:c4:15:25:48,1,-79,DIRECT-B1-HP DeskJet 3830 series,70:5a:0f:57:04:17,11,-84,Guest,90:6c:ac:a0:3d:eb,3,-87,Ariel_University,1c:b9:c4:15:25:4c,44,-87,giftwizard,a2:6c:ac:a0:3d:eb,3,-88
03/12/2017 00:00,08:45:12,model=SM-G950F_device=dreamlte,32.10475499,35.20993817,720.9335362,magneto,b2:6c:ac:a0:7b:4d,11,-68,Ariel_University,8c:0c:90:2f:36:58,1,-72,EVE,90:6c:ac:a0:7b:4d,11,-73,Cartiheal,00:11:6b:2a:90:3c,11,-73,outsense,c2:6c:ac:a0:7b:4d,11,-74,Ariel_University,1c:b9:c4:15:25:48,1,-78,giftwizard,a2:6c:ac:a0:3d:eb,3,-84,Ariel_University,1c:b9:c4:15:44:58,11,-86,CliClap,90:6c:ac:9f:f1:c5,2,-86,Ariel_University,1c:b9:c4:15:41:78,1,-89
03/12/2017 00:00,08:45:13,model=Lenovo PB2-690Y_device=PB2PRO,32.10465225,35.20989395,686,outsense,c2:6c:ac:a0:7b:4d,11,-63,magneto,b2:6c:ac:a0:7b:4d,11,-63,EVE,90:6c:ac:a0:7b:4d,11,-64,Guest,a2:6c:ac:a0:7b:4d,11,-64,Ariel_University,1c:b9:c4:15:25:48,1,-72,Ariel_University,1c:b9:c4:16:05:38,11,-73, ,8c:0c:90:6f:36:58,1,-78,Guest,90:6c:ac:a0:60:4d,1,-79,incentive2,a2:6c:ac:a0:60:4d,1,-79,giftwizard,a2:6c:ac:a0:3d:eb,3,-80
03/12/2017 00:00,08:45:15,model=SM-G950F_device=dreamlte,32.1046736,35.20978778,720.3778393,Ariel_University,1c:b9:c4:14:62:48,11,-69,Ariel_University,1c:b9:c4:16:05:38,11,-73,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,6,-74,sinusafe,b2:6c:ac:a0:3d:eb,3,-87,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:16,model=Lenovo PB2-690Y_device=PB2PRO,32.10456515,35.2097465,687,ShapeDo,f8:e9:03:12:ef:3b,6,-67,Ariel_University,1c:b9:c4:14:62:48,11,-70,ShapeDo-5GHz,f8:e9:03:12:ef:3c,60,-75,shapedo,c2:6c:ac:9f:fb:1f,1,-75,Neuropplied,a2:6c:ac:9f:fb:1f,1,-76,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,6,-77,iagree,b2:6c:ac:9f:fb:1f,1,-78,Guest,90:6c:ac:9f:fb:1f,1,-78,TP-LINK_ADD150,74:ea:3a:ad:d1:50,4,-79,incentive2,a2:6c:ac:a0:60:55,36,-84
03/12/2017 00:00,08:45:18,model=SM-G950F_device=dreamlte,32.10458885,35.20963561,720.0987821,Neuropplied,a2:6c:ac:9f:fb:1f,1,-77,Ariel_University,1c:b9:c4:16:2d:e8,11,-85,Afikim_Wifi,00:1a:dd:f5:e2:e5,8,-88, ,00:1a:dd:f5:e2:e4,8,-90,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:19,model=Lenovo PB2-690Y_device=PB2PRO,32.10447804,35.20959776,687,DIRECT-42-HP DeskJet 3830 series,70:5a:0f:57:42:43,11,-75,Afikim_Wifi,00:1a:dd:f5:e2:e5,8,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:21,model=SM-G950F_device=dreamlte,32.10450128,35.20950484,719.6173358,Guest,90:6c:ac:a0:18:29,6,-83,Ariel_University,24:79:2a:2c:5b:d8,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:22,model=Lenovo PB2-690Y_device=PB2PRO,32.10438743,35.20945591,687,restore,b2:6c:ac:a0:18:29,6,-81,Ariel_University,ec:8c:a2:26:d3:68,11,-83,Ariel_University,24:79:2a:2c:5b:d8,1,-84,Ariel_University,34:8f:27:20:89:b8,6,-84,Salomon,90:8d:78:54:6b:4d,1,-85,artsim,a2:6c:ac:a0:18:29,6,-86, ,00:1a:dd:f5:e2:e4,8,-90,,,,,,,,,,,,
03/12/2017 00:00,08:45:24,model=SM-G950F_device=dreamlte,32.10440733,35.20937299,718.9029262,Ariel_University,24:79:2a:2c:5b:d8,1,-83,Ariel_University,ec:8c:a2:26:d3:68,11,-86,Ariel_University,1c:b9:c4:15:44:5c,44,-91, ,24:79:2a:ac:5b:d7,36,-92,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:25,model=Lenovo PB2-690Y_device=PB2PRO,32.10431068,35.20931775,688,Ariel_University,1c:b9:c4:15:44:58,11,-81,sinusafe,b2:6c:ac:a0:3d:eb,3,-85,HelpDesk,60:e3:27:7b:e0:98,4,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:27,model=SM-G950F_device=dreamlte,32.1042917,35.20922196,718.1113988,Ariel_University,ec:8c:a2:26:d3:68,11,-65,Ariel_University,1c:b9:c4:16:28:e8,1,-85,Ariel_University,1c:b9:c4:16:28:ec,36,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:28,model=Lenovo PB2-690Y_device=PB2PRO,32.10419987,35.20916188,689,Ariel_University,ec:8c:a2:26:d3:68,11,-63,Ariel_University,1c:b9:c4:16:05:78,6,-78,Guest,a2:6c:ac:9f:f1:c5,2,-80,Ariel_University,1c:b9:c4:16:28:e8,1,-81,Ariel_University,1c:b9:c4:15:23:58,6,-84,Ariel_University,1c:b9:c4:16:2d:e8,11,-86,Ariel_University,1c:b9:c4:15:1c:b8,1,-88,,,,,,,,,,,,
03/12/2017 00:00,08:45:30,model=SM-G950F_device=dreamlte,32.10415148,35.20908534,717.1730684, ,8c:0c:90:6e:16:88,11,-78, ,8c:0c:90:ae:16:83,11,-79,Ariel_University,1c:b9:c4:16:28:e8,1,-79,Ariel_University,1c:b9:c4:15:fd:4c,36,-88,Ariel_University,1c:b9:c4:15:23:58,6,-89,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:30,model=Lenovo PB2-690Y_device=PB2PRO,32.10411028,35.20906784,690,Ariel_University,ec:8c:a2:26:d3:68,11,-58,sinusafe,b2:6c:ac:a0:3d:eb,3,-76,Guest,90:6c:ac:a0:3d:eb,3,-77,Ariel_University,1c:b9:c4:15:fd:48,1,-79,DIRECT-64-HP DeskJet 3630 series,30:e1:71:0d:e0:65,6,-85,Ariel_University,1c:b9:c4:16:cc:d8,1,-85, ,8c:0c:90:6e:16:88,11,-86,Ariel_University,1c:b9:c4:16:06:b8,11,-89,DIRECT-13-HP DeskJet 3630 series,a0:8c:fd:0a:24:56,6,-90,Ariel_University,ec:8c:a2:26:b0:e8,6,-91
03/12/2017 00:00,08:45:33,model=SM-G950F_device=dreamlte,32.1040063,35.20897411,716.4196812,paysday,b2:6c:ac:9f:f1:c5,2,-83,KCG_54,00:25:86:cc:07:b2,2,-87, ,1c:b9:c4:96:cc:d7,36,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2017 00:00,08:45:33,model=Lenovo PB2-690Y_device=PB2PRO,32.10397533,35.20895016,691,Ariel_University,1c:b9:c4:16:28:e8,1,-76,Ariel_University,1c:b9:c4:16:1d:78,1,-81,Ariel_University,ec:8c:a2:08:78:c8,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
